N	4gram	Medvedev_F_3	Myshleni
1	с этой точки зрения	1	4
2	в этом случае в	1	2
3	с точки зрения самого	2	2
4	одной и той же	1	2
5	той мере в какой	1	2
6	лишь в той мере	1	2
7	в той же мере	1	2
8	в той мере в	1	2
9	но с точки зрения	1	2
10	одним и тем же	2	2
11	и не может быть	3	1
12	в том что они	1	1
13	в том числе и	1	1
14	с тем же правом	3	1
15	в каждый данный момент	1	1
16	в большинстве случаев является	1	1
17	тем же правом можно	1	1
18	а следовательно и в	1	1
19	от одного к другому	1	1
20	в неразрывной связи с	1	1
21	факт сам по себе	1	1
22	дело здесь не в	1	1
23	в том что это	1	1
24	на самом же деле	2	1
25	нет и не может	2	1
26	и во всяком случае	2	1
27	одного к другому но	1	1
